Pathogen,taxa
H1,3026016796_ZZYQV2JM_v1_4|A/Tennessee/14/2018|HA|pdm09|02/22/2018
H1,3026016517_ZZYQV0WY_v1_4|A/Tennessee/10/2018|HA|pdm09|02/11/2018
H1,3026016014_ZZYPP5C8_v1_4|A/Alabama/12/2018|HA|pdm09|01/18/2018
H1,3026017308_ZZYQXFRA_v1_4|A/Wisconsin/81/2018|HA|pdm09|03/28/2018
H1,3025631111_ZZYPOXME_v1_4|A/Michigan/290/2017|HA|pdm09|09/21/2017
H1,3026017662_ZZYQXHY8_v1_4|A/Massachusetts/24/2018|HA|pdm09|04/09/2018
H1,3026017574_ZZYQXHCQ_v1_4|A/Iowa/49/2018|HA|pdm09|04/07/2018
H1,3026017571_ZZYQXHCK_v1_4|A/Iowa/48/2018|HA|pdm09|03/29/2018
H1,3025631400_ZZYPOYYW_v1_4|A/Iowa/35/2017|HA|pdm09|10/28/2017
H1,3026017562_ZZYQXHC2_v1_4|A/Indiana/21/2018|HA|pdm09|03/22/2018
H1,3026017561_ZZYQXHC0_v1_4|A/Indiana/22/2018|HA|pdm09|03/27/2018
H1,3025631219_ZZYPOXXC_v1_4|A/Indiana/27/2017|HA|pdm09|10/04/2017
H1,3026017032_ZZYQXED4_v1_4|A/Connecticut/17/2018|HA|pdm09|03/01/2018
H1,3025630994_ZZYPOWXN_v1_4|A/Kentucky/26/2017|HA|pdm09|09/07/2017
H1,3026017796_ZZYQXISE_v1_4|A/Alaska/39/2018|HA|pdm09|04/14/2018
H1,3025631991_ZZYPP24A_v1_4|A/Alaska/77/2017|HA|pdm09|12/06/2017
H1,3025630965_000J3DKC_v1_4|A/Alaska/58/2017|HA|pdm09|09/02/2017
H1,3026017760_ZZYQXIHC_v1_4|A/Colorado/25/2018|HA|pdm09|04/27/2018
H1,3026017226_ZZYQXFWL_v1_4|A/Colorado/19/2018|HA|pdm09|03/11/2018
H1,3026016745_ZZYQV2EU_v1_4|A/New_Hampshire/16/2018|HA|pdm09|02/27/2018
H1,3026017931_ZZYQXJES_v1_4|A/Vermont/18/2018|HA|pdm09|04/12/2018
H1,3026015741_ZZYPP4IG_v1_4|A/Vermont/03/2018|HA|pdm09|01/15/2018
H1,3025631627_ZZYPP07L_v1_4|A/North_Dakota/28/2017|HA|pdm09|11/23/2017
H1,3026017671_ZZYQXHYQ_v1_4|A/Maryland/37/2018|HA|pdm09|03/05/2018
H1,3026017173_ZZYQXF08_v1_4|A/Maryland/18/2018|HA|pdm09|01/27/2018
H1,3026016269_ZZYQUZF0_v1_4|A/Maryland/05/2018|HA|pdm09|01/17/2018
H1,3026016030_ZZYPP5VG_v1_4|A/Texas/70/2018|HA|pdm09|01/23/2018
H1,3026015796_ZZYPP4MI_v1_4|A/Texas/08/2018|HA|pdm09|01/09/2018
H1,3026017701_ZZYQXI12_v1_4|A/Maine/29/2018|HA|pdm09|04/10/2018
H1,3026016389_ZZYQV08M_v1_4|A/Maine/08/2018|HA|pdm09|02/05/2018
H1,3026016121_ZZYPP64E_v1_4|A/Maine/05/2018|HA|pdm09|01/24/2018
H1,3026017667_ZZYQXHYI_v1_4|A/New_York/36/2018|HA|pdm09|04/13/2018
H1,3026017666_ZZYQXHYG_v1_4|A/New_York/35/2018|HA|pdm09|04/10/2018
H1,3026017753_ZZYQXIGY_v1_4|A/North_Carolina/39/2018|HA|pdm09|04/13/2018
H1,3026016889_ZZYQXD1E_v1_4|A/North_Carolina/18/2018|HA|pdm09|02/13/2018
H1,3026016594_ZZYQV1I2_v1_4|A/North_Carolina/14/2018|HA|pdm09|01/21/2018
H1,3026016283_ZZYQUZFS_v1_4|A/North_Carolina/05/2018|HA|pdm09|01/27/2018
H1,3026017630_ZZYQXHU4_v1_4|A/New_Jersey/29/2018|HA|pdm09|04/10/2018
H1,3026017466_ZZYQXGPA_v1_4|A/New_Jersey/25/2018|HA|pdm09|03/31/2018
H1,3026016627_ZZYQV1LO_v1_4|A/New_Jersey/15/2018|HA|pdm09|02/19/2018
H1,3026016541_ZZYQV0YY_v1_4|A/Utah/11/2018|HA|pdm09|01/21/2018
H1,3026016327_ZZYQUZZV_v1_4|A/Kansas/06/2018|HA|pdm09|01/31/2018
H1,A/South_Dakota/7180/2018|A/South_Dakota/7180/2018|HA|unknown|03/08/2018
H1,A/Florida/7129/2018|A/Florida/7129/2018|HA|unknown|02/01/2018
H1,A/Maryland/7030/2018|A/Maryland/7030/2018|HA|unknown|01/22/2018
H1,A/Texas/6992/2018|A/Texas/6992/2018|HA|unknown|01/25/2018
H1,A/Ohio/7378/2018|A/Ohio/7378/2018|HA|unknown|02/09/2018
H1,A/New_York/7424/2018|A/New_York/7424/2018|HA|unknown|04/12/2018
H1,A/Virginia/7391/2018|A/Virginia/7391/2018|HA|unknown|04/11/2018
H1,A/Mississippi/6541/2017|A/Mississippi/6541/2017|HA|unknown|12/14/2017
H1,A/California/BRD12604N/2018|A/California/BRD12604N/2018|HA|unknown|03/14/2018
H1,A/California/SAR41891N/2017|A/California/SAR41891N/2017|HA|unknown|12/27/2017
H1,A/Baltimore/P0197/2017|A/Baltimore/P0197/2017|HA|unknown|11/17/2017
H1,3027733968_000J3XNO_v1_4|A/Pennsylvania/205/2018|HA|pdm09|01/12/2018
H1,3000686366_N8K8YIM8_v1_4|A/Pennsylvania/121/2018|HA|pdm09|03/21/2018
H1,3000686328_N8K8YIGY_v1_4|A/Pennsylvania/102/2018|HA|pdm09|02/12/2018
H1,3027732763_000J3S8K_v1_4|A/Michigan/321/2018|HA|pdm09|02/16/2018
H1,3027732543_000J3S5I_v1_4|A/Michigan/218/2018|HA|pdm09|01/25/2018
H1,3000821539_N8K9F8E3_v1_4|A/Michigan/37/2018|HA|pdm09|02/07/2018
H1,3000686696_N8K8YJW2_v1_4|A/Michigan/319/2017|HA|pdm09|12/19/2017
H1,3026018077_ZZYQXKGY_v1_4|A/Washington/96/2018|HA|pdm09|04/09/2018
H1,3026018076_ZZYQXKGW_v1_4|A/Washington/95/2018|HA|pdm09|04/03/2018
H1,3026015805_ZZYPP4N0_v1_4|A/Texas/06/2018|HA|pdm09|01/07/2018
H1,3026018046_ZZYQXK46_v1_4|A/California/55/2018|HA|pdm09|04/02/2018
H1,3026015681_ZZYPP3LI_v1_4|A/California/01/2018|HA|pdm09|01/01/2018
H1,3027733529_000J3V4A_v1_4|A/Wisconsin/312/2018|HA|pdm09|02/02/2018
H1,3027733357_000J3UZI_v1_4|A/Wisconsin/137/2018|HA|pdm09|01/15/2018
H1,3027733071_000J3TIL_v1_4|A/Washington/171/2018|HA|pdm09|03/22/2018
H1,3027733069_000J3TIJ_v1_4|A/Washington/169/2018|HA|pdm09|03/20/2018
H1,3000828643_N8K9FZSR_v1_4|A/Washington/89/2018|HA|pdm09|04/19/2018
H1,3000828642_N8K9FZSM_v1_4|A/Washington/88/2018|HA|pdm09|04/19/2018
H1,3025631276_ZZYPOY72_v1_4|A/Iowa/33/2017|HA|pdm09|10/22/2017
H1,3026017756_ZZYQXIH4_v1_4|A/Idaho/14/2018|HA|pdm09|04/06/2018
H1,3000686047_N8K8YHDY_v1_4|A/Missouri/35/2018|HA|pdm09|02/05/2018
H1,3000686046_N8K8YHDT_v1_4|A/Alaska/29/2018|HA|pdm09|03/06/2018
H1,3026016623_337039_v1_4|A/New_Jersey/13/2018|HA|pdm09|02/18/2018
H1,3026016339_ZZYQV027_v1_4|A/New_Jersey/10/2018|HA|pdm09|02/04/2018
H1,3026018996_ZZYULXJF_v1_4|A/Montana/49/2018|HA|pdm09|12/27/2018
H1,3026018208_ZZYULT6V_v1_4|A/Minnesota/45/2018|HA|pdm09|09/04/2018
H1,3026020121_ZZYUM410_v1_4|A/Washington/129/2019|HA|pdm09|02/13/2019
H1,3026018918_ZZYULX40_v1_4|A/Washington/195/2018|HA|pdm09|12/12/2018
H1,3026018644_ZZYULVLS_v1_4|A/Washington/191/2018|HA|pdm09|11/24/2018
H1,3026019886_ZZYUM2TC_v1_4|A/Washington/34/2019|HA|pdm09|02/13/2019
H1,3026019910_ZZYUM2UO_v1_4|A/California/59/2019|HA|pdm09|02/10/2019
H1,3026019649_ZZYUM1BW_v1_4|A/California/33/2019|HA|pdm09|01/24/2019
H1,3026018402_ZZYULU9Y_v1_4|A/California/66/2018|HA|pdm09|10/13/2018
H1,3026018396_ZZYULU9M_v1_4|A/California/67/2018|HA|pdm09|10/21/2018
H1,3026018775_ZZYULW97_v1_4|A/South_Dakota/54/2018|HA|pdm09|12/07/2018
H1,3026018484_ZZYULUO6_v1_4|A/Arizona/50/2018|HA|pdm09|11/08/2018
H1,3026018983_ZZYULXHK_v1_4|A/Oklahoma/27/2018|HA|pdm09|12/19/2018
H1,3026018962_ZZYULXFM_v1_4|A/Wisconsin/02/2019|HA|pdm09|01/03/2019
H1,3026019176_ZZYULYDZ_v1_4|A/Michigan/419/2018|HA|pdm09|12/25/2018
H1,3026018884_ZZYULX24_v1_4|A/Michigan/416/2018|HA|pdm09|12/13/2018
H1,3026018434_ZZYULUI2_v1_4|A/Iowa/65/2018|HA|pdm09|11/01/2018
H1,3026018872_ZZYULX1G_v1_4|A/Iowa/72/2018|HA|pdm09|12/09/2018
H1,3026018778_ZZYULWN5_v1_4|A/Pennsylvania/511/2018|HA|pdm09|12/17/2018
H1,3026019117_ZZYULY9P_v1_4|A/Pennsylvania/521/2018|HA|pdm09|11/29/2018
H1,3026018904_ZZYULX38_v1_4|A/Pennsylvania/514/2018|HA|pdm09|12/21/2018
H1,3026018903_ZZYULX36_v1_4|A/Pennsylvania/516/2018|HA|pdm09|12/25/2018
H1,3026019794_ZZYUM23M_v1_4|A/Colorado/11/2019|HA|pdm09|02/07/2019
H1,3026018683_ZZYULVON_v1_4|A/Georgia/28/2018|HA|pdm09|12/01/2018
H1,3026018865_ZZYULWQR_v1_4|A/New_Hampshire/35/2018|HA|pdm09|12/11/2018
H1,3026019405_ZZYULZT3_v1_4|A/South_Carolina/03/2018|HA|pdm09|12/24/2018
H1,3026019364_ZZYULZQT_v1_4|A/Wyoming/04/2019|HA|pdm09|01/22/2019
H1,3026018616_ZZYULVJ6_v1_4|A/Texas/144/2018|HA|pdm09|11/19/2018
H1,3026019512_ZZYUM0G9_v1_4|A/Maine/06/2019|HA|pdm09|02/03/2019
H1,3026019107_ZZYULY81_v1_4|A/New_Mexico/02/2019|HA|pdm09|01/08/2019
H1,3026019550_ZZYUM0ID_v1_4|A/New_York/06/2019|HA|pdm09|01/31/2019
H1,3026018254_ZZYULTF5_v1_4|A/New_York/43/2018|HA|pdm09|09/20/2018
H1,3026019320_ZZYULZGP_v1_4|A/North_Carolina/02/2019|HA|pdm09|01/14/2019
H1,3026018840_ZZYULWPD_v1_4|A/New_Jersey/50/2018|HA|pdm09|12/01/2018
H1,3026018321_ZZYULTR1_v1_4|A/Utah/39/2018|HA|pdm09|10/05/2018
H1,3026019033_ZZYULXLM_v1_4|A/Florida/126/2018|HA|pdm09|12/27/2018
H1,3030930594_ZZX83KKL_v1_4|A/Tennessee/47/2019|HA|pdm09|03/11/2019
H1,3030930878_ZZX88J86_v1_4|A/Pennsylvania/808/2019|HA|pdm09|03/08/2019
H1,3030930703_ZZX8ARN4_v1_4|A/Pennsylvania/742/2019|HA|pdm09|03/07/2019
H1,3030930657_ZZX8AP6D_v1_4|A/Pennsylvania/680/2019|HA|pdm09|02/26/2019
H1,3030929632_ZZX8ANQA_v1_4|A/Pennsylvania/526/2018|HA|pdm09|12/07/2018
H1,3030930012_ZZX8AMES_v1_4|A/Pennsylvania/71/2019|HA|pdm09|01/29/2019
H1,3030929981_ZZX8AXFU_v1_4|A/Pennsylvania/28/2019|HA|pdm09|01/17/2019
H1,3026052045_ZZYUMA3C_v1_4|A/Minnesota/32/2019|HA|pdm09|04/22/2019
H1,3026051585_ZZYUM77V_v1_4|A/Minnesota/23/2019|HA|pdm09|03/28/2019
H1,3026020108_ZZYUM3TO_v1_4|A/West_Virginia/20/2019|HA|pdm09|02/23/2019
H1,3026051209_ZZYUM538_v1_4|A/South_Dakota/18/2019|HA|pdm09|03/12/2019
H1,3026020284_ZZYUM4ZK_v1_4|A/Hawaii/18/2019|HA|pdm09|03/04/2019
H1,3026020266_ZZYUM4UO_v1_4|A/Tennessee/57/2019|HA|pdm09|03/04/2019
H1,3030930567_ZZX8IRYO_v1_4|A/Washington/117/2019|HA|pdm09|02/04/2019
H1,3030930270_ZZX8IC0S_v1_4|A/Wisconsin/62/2019|HA|pdm09|02/07/2019
H1,3030930238_ZZX8I6LO_v1_4|A/Washington/65/2019|HA|pdm09|01/22/2019
H1,3030929686_ZZX8FH9P_v1_4|A/Washington/224/2018|HA|pdm09|12/31/2018
H1,3026020126_ZZYUM443_v1_4|A/Arkansas/20/2019|HA|pdm09|03/04/2019
H1,3026020244_ZZYUM4R0_v1_4|A/Missouri/18/2019|HA|pdm09|03/11/2019
H1,3026051806_ZZYUM8JK_v1_4|A/Massachusetts/26/2019|HA|pdm09|03/13/2019
H1,3026020269_ZZYUM4W0_v1_4|A/Massachusetts/18/2019|HA|pdm09|03/04/2019
H1,3026051818_ZZYUM8M3_v1_4|A/Oregon/20/2019|HA|pdm09|04/05/2019
H1,3026051648_ZZYUM7KZ_v1_4|A/Pennsylvania/864/2019|HA|pdm09|03/29/2019
H1,3026051409_ZZYUM5XP_v1_4|A/Georgia/08/2019|HA|pdm09|02/07/2019
H1,3026020274_ZZYUM4Z0_v1_4|A/New_Mexico/17/2019|HA|pdm09|03/04/2019
H1,3026051455_ZZYUM6O4_v1_4|A/New_York/28/2019|HA|pdm09|03/09/2019
H1,3026020240_ZZYUM4O1_v1_4|A/New_Jersey/18/2019|HA|pdm09|02/19/2019
H1,3026020241_ZZYUM4O3_v1_4|A/New_Jersey/19/2019|HA|pdm09|03/01/2019
H1,A/Hawaii/7525/2018|A/Hawaii/7525/2018|HA|unknown|10/24/2018
H1,A/Texas/7906/2019|A/Texas/7906/2019|HA|unknown|01/05/2019
H1,A/Oklahoma/7869/2019|A/Oklahoma/7869/2019|HA|unknown|01/07/2019
H1,A/Texas/7899/2019|A/Texas/7899/2019|HA|unknown|01/03/2019
H1,A/California/7813/2019|A/California/7813/2019|HA|unknown|01/07/2019
H1,A/Illinois/8134/2019|A/Illinois/8134/2019|HA|unknown|01/18/2019
H1,A/Washington/8088/2019|A/Washington/8088/2019|HA|unknown|01/10/2019
H1,A/Utah/9587/2019|A/Utah/9587/2019|HA|unknown|04/08/2019
H1,A/New_York/9526/2019|A/New_York/9526/2019|HA|unknown|04/06/2019
H1,A/Florida/9469/2019|A/Florida/9469/2019|HA|unknown|04/02/2019
H1,A/Washington/9595/2019|A/Washington/9595/2019|HA|unknown|04/01/2019
H1,A/California/NHRC-OID_SEA0179/2019|A/California/NHRC-OID_SEA0179/2019|HA|unknown|02/26/2019
H1,A/California/NHRC-OID_FDX120099/2018|A/California/NHRC-OID_FDX120099/2018|HA|unknown|12/12/2018
H1,A/Texas/8838/2019|A/Texas/8838/2019|HA|unknown|02/11/2019
H1,A/Ohio/8802/2019|A/Ohio/8802/2019|HA|unknown|03/08/2019
H1,A/South_Carolina/8658/2019|A/South_Carolina/8658/2019|HA|unknown|02/07/2019
H1,A/Georgia/8596/2019|A/Georgia/8596/2019|HA|unknown|02/07/2019
H1,3026052025_ZZYUM9WL_v1_4|A/Montana/36/2019|HA|pdm09|04/25/2019
H1,3030931878_ZZX8KPEN_v1_4|A/Washington/272/2019|HA|pdm09|02/25/2019
H1,3030931854_ZZX8KPDB_v1_4|A/Washington/222/2019|HA|pdm09|02/15/2019
H1,3030931825_ZZX8KPBP_v1_4|A/Washington/198/2019|HA|pdm09|02/12/2019
H1,3026019744_ZZYUP1WC_v1_4|A/Iowa/12/2019|HA|pdm09|02/09/2019
H1,3026051998_ZZYUM9OM_v1_4|A/Connecticut/33/2019|HA|pdm09|04/18/2019
H1,A/Texas/9800/2019|A/Texas/9800/2019|HA|unknown|04/19/2019
H1,A/Washington/9301/2019|A/Washington/9301/2019|HA|unknown|03/17/2019
H1,A/New_Jersey/9379/2019|A/New_Jersey/9379/2019|HA|unknown|03/27/2019
H1,A/Oklahoma/8504/2019|A/Oklahoma/8504/2019|HA|unknown|02/01/2019
H1,3030932643_ZZX89APM_v1_4|A/Texas/327/2019|HA|pdm09|03/14/2019
H1,3030638591_ZZX8VOUV_v1_4|A/Pennsylvania/1053/2019|HA|pdm09|01/02/2019
H1,3030931964_ZZX8AWX4_v1_4|A/Pennsylvania/903/2019|HA|pdm09|03/28/2019
H1,3030931996_ZZX8M3PG_v1_4|A/Michigan/295/2019|HA|pdm09|03/18/2019
H1,3030932367_ZZX8M4HY_v1_4|A/Washington/582/2019|HA|pdm09|03/27/2019
H1,3030932345_ZZX8M4GQ_v1_4|A/Washington/532/2019|HA|pdm09|03/21/2019
H1,3030932170_ZZX8M4B8_v1_4|A/Wisconsin/500/2019|HA|pdm09|04/03/2019
H1,3030932150_ZZX8M4A4_v1_4|A/Wisconsin/470/2019|HA|pdm09|03/27/2019
H1,3030931887_ZZX8KPF5_v1_4|A/Washington/323/2019|HA|pdm09|03/04/2019
H3,A/Bethesda/NIH12/2011|A/Bethesda/NIH12/2011|HA||02/15/2011
H3,A/Tennessee/F2057c54A/2011|A/Tennessee/F2057c54A/2011|HA||03/07/2011
H3,A/Tennessee/F2048A/2011|A/Tennessee/F2048A/2011|HA||02/18/2011
H3,A/Tennessee/F2065/2011|A/Tennessee/F2065/2011|HA||03/02/2011
H3,A/Boston/DOA18/2011|A/Boston/DOA18/2011|HA||01/25/2011
H3,A/Boston/DOA24/2011|A/Boston/DOA24/2011|HA||02/01/2011
H3,A/Boston/DOA20/2011|A/Boston/DOA20/2011|HA||01/28/2011
H3,A/Boston/DOA02/2011|A/Boston/DOA02/2011|HA||01/04/2011
H3,A/Boston/DOA85/2011|A/Boston/DOA85/2011|HA||03/23/2011
H3,A/Boston/DOA80/2011|A/Boston/DOA80/2011|HA||03/16/2011
H3,A/Boston/DOA61/2011|A/Boston/DOA61/2011|HA||02/24/2011
H3,A/Boston/DOA52/2011|A/Boston/DOA52/2011|HA||02/18/2011
H3,A/New_York/WC-LVD-11-014/2011|A/New_York/WC-LVD-11-014/2011|HA||03/16/2011
H3,A/New_York/WC-LVD-11-013/2011|A/New_York/WC-LVD-11-013/2011|HA||03/13/2011
H3,A/New_York/WC-LVD-11-010/2011|A/New_York/WC-LVD-11-010/2011|HA||02/28/2011
H3,A/New_York/WC-LVD-10-006/2010|A/New_York/WC-LVD-10-006/2010|HA||12/16/2010
H3,A/Rochester/F153/2011|A/Rochester/F153/2011|HA||01/28/2011
H3,A/Rochester/0040/2011|A/Rochester/0040/2011|HA||02/22/2011
H3,A/Rochester/0047/2011|A/Rochester/0047/2011|HA||03/10/2011
H3,A/Rochester/0038/2011|A/Rochester/0038/2011|HA||02/15/2011
H3,A/Rochester/F193/2011|A/Rochester/F193/2011|HA||02/17/2011
H3,A/Boston/DOA60/2011|A/Boston/DOA60/2011|HA||02/24/2011
H3,A/Boston/DOA47/2011|A/Boston/DOA47/2011|HA||02/14/2011
H3,A/Boston/DOA45/2011|A/Boston/DOA45/2011|HA||02/15/2011
H3,A/Boston/DOA38/2011|A/Boston/DOA38/2011|HA||02/12/2011
H3,A/District_of_Columbia/WRAIR1753P/2010|A/District_of_Columbia/WRAIR1753P/2010|HA||09/11/2010
H3,A/District_of_Columbia/WRAIR0301/2010|A/District_of_Columbia/WRAIR0301/2010|HA||11/23/2010
H3,A/District_of_Columbia/WRAIR0300/2010|A/District_of_Columbia/WRAIR0300/2010|HA||11/17/2010
H3,2011769991_197920_v1_4|A/Minnesota/07/2011|HA||01/04/2011
H3,2011769990_197918_v1_4|A/Minnesota/06/2011|HA||02/19/2011
H3,2011704502_187290_v1_4|A/Minnesota/10/2010|HA||09/01/2010
H3,2011769401_202740_v1_4|A/Washington/12/2011|HA||04/06/2011
H3,2011769064_200665_v1_4|A/Washington/10/2011|HA||03/08/2011
H3,2011702660_189029_v1_4|A/Washington/04/2010|HA||12/02/2010
H3,2011702461_190799_v1_4|A/California/02/2011|HA||01/03/2011
H3,2011705127_194748_v1_4|A/California/16/2011|HA||01/16/2011
H3,2011702664_189030_v1_4|A/California/25/2010|HA||11/13/2010
H3,2011766884_197610_v1_4|A/Ohio/03/2011|HA||03/01/2011
H3,2011769999_198756_v1_4|A/Rhode_Island/07/2011|HA||03/07/2011
H3,2011769998_197930_v1_4|A/Rhode_Island/06/2011|HA||03/07/2011
H3,2011769995_197925_v1_4|A/Rhode_Island/05/2011|HA||03/03/2011
H3,2011702570_189608_v1_4|A/Hawaii/18/2010|HA||09/25/2010
H3,2011769946_199458_v1_4|A/Nebraska/12/2011|HA||03/10/2011
H3,2011770170_200290_v1_4|A/Nebraska/11/2011|HA||04/04/2011
H3,2011702475_192914_v1_4|A/Nebraska/05/2011|HA||01/20/2011
H3,2011702412_192570_v1_4|A/Nebraska/02/2011|HA||01/07/2011
H3,2011702476_191233_v1_4|A/Nebraska/01/2011|HA||01/21/2011
H3,2011770167_202269_v1_4|A/New_York/08/2011|HA||03/01/2011
H3,2011769124_201722_v1_4|A/Louisiana/04/2011|HA||03/15/2011
H3,2011702522_188275_v1_4|A/Louisiana/04/2010|HA||10/07/2010
H3,2011767348_201278_v1_4|A/Wisconsin/22/2011|HA||04/15/2011
H3,2011767850_196342_v1_4|A/Wisconsin/10/2011|HA||02/23/2011
H3,2011701633_187992_v1_4|A/Wisconsin/15/2010|HA||11/12/2010
H3,2011767316_201033_v1_4|A/Michigan/05/2011|HA||04/05/2011
H3,2011815540_203194_v1_4|A/Missouri/06/2011|HA||03/15/2011
H3,2011769926_198752_v1_4|A/Missouri/02/2011|HA||01/05/2011
H3,2011770048_200253_v1_4|A/Missouri/04/2011|HA||02/11/2011
H3,2011704145_203453_v1_4|A/Florida/48/2010|HA||12/09/2010
H3,2011767195_199713_v1_4|A/Mississippi/08/2011|HA||04/12/2011
H3,2011767057_198282_v1_4|A/Mississippi/06/2011|HA||03/15/2011
H3,2011764763_196595_v1_4|A/Iowa/03/2011|HA||02/19/2011
H3,2011766723_195054_v1_4|A/Indiana/03/2011|HA||02/17/2011
H3,2011766409_193595_v1_4|A/Indiana/01/2011|HA||01/15/2011
H3,2011700612_187770_v1_4|A/Montana/04/2010|HA||10/24/2010
H3,2011770260_200605_v1_4|A/Connecticut/07/2011|HA||04/02/2011
H3,2011770007_198758_v1_4|A/Connecticut/05/2011|HA||03/03/2011
H3,2011766479_195540_v1_4|A/Kentucky/02/2011|HA||01/18/2011
H3,2011702151_191359_v1_4|A/Pennsylvania/43/2010|HA||11/23/2010
H3,2011764879_198075_v1_4|A/Pennsylvania/06/2011|HA||02/17/2011
H3,2011703017_4|A/Pennsylvania/40/2010|HA||09/13/2010
H3,2011703436_187559_v1_4|A/Pennsylvania/22/2010|HA||10/28/2010
H3,2011703264_186948_v1_4|A/Pennsylvania/15/2010|HA||09/23/2010
H3,2010733747_186195_v1_4|A/Pennsylvania/12/2010|HA||09/07/2010
H3,2010733745_185851_v1_4|A/Pennsylvania/11/2010|HA||09/01/2010
H3,2011700104_4|A/Pennsylvania/14/2010|HA||10/26/2010
H3,2011766606_194891_v1_4|A/Colorado/03/2011|HA||02/06/2011
H3,2011770235_200592_v1_4|A/New_Hampshire/07/2011|HA||04/11/2011
H3,2011764525_194356_v1_4|A/New_Hampshire/02/2011|HA||01/13/2011
H3,2011700652_188831_v1_4|A/South_Carolina/11/2010|HA||12/02/2010
H3,2011766629_194921_v1_4|A/Illinois/04/2011|HA||01/22/2011
H3,2011704441_193564_v1_4|A/Illinois/01/2011|HA||01/04/2011
H3,2011772297_199620_v1_4|A/Vermont/11/2011|HA||04/12/2011
H3,2011704850_193428_v1_4|A/Vermont/01/2011|HA||01/10/2011
H3,2011704676_191170_v1_4|A/Vermont/03/2010|HA||12/22/2010
H3,2011769181_202264_v1_4|A/Idaho/06/2011|HA||03/15/2011
H3,2011768955_196354_v1_4|A/Idaho/03/2011|HA||02/08/2011
H3,2011764429_195869_v1_4|A/Maryland/08/2010|HA||12/22/2010
H3,2011702419_192324_v1_4|A/Maryland/01/2011|HA||01/07/2011
H3,2011767630_194097_v1_4|A/Texas/03/2011|HA||01/12/2011
H3,2011704832_194342_v1_4|A/Maine/02/2011|HA||01/03/2011
H3,2011769334_201374_v1_4|A/New_Mexico/11/2011|HA||03/08/2011
H3,2011769356_200754_v1_4|A/New_Mexico/09/2011|HA||04/07/2011
H3,2011772350_200021_v1_4|A/New_Mexico/03/2011|HA||01/24/2011
H3,2011770289_200810_v1_4|A/New_York/06/2011|HA||04/13/2011
H3,2011701659_188076_v1_4|A/New_York/07/2010|HA||11/14/2010
H3,2011702463_191958_v1_4|A/Utah/01/2011|HA||01/18/2011
H3,2011700552_187085_v1_4|A/Florida/41/2010|HA||09/17/2010
H3,2011811275_199489_v1_4|A/Alaska/05/2010|HA||12/08/2010
H3,2011770181_200566_v1_4|A/Kansas/08/2011|HA||03/29/2011
H3,2011704511_190752_v1_4|A/Kansas/09/2010|HA||10/21/2010
H3,A/Boston/DOA2-162/2012|A/Boston/DOA2-162/2012|HA||01/10/2012
H3,A/Arizona/M11/2012|A/Arizona/M11/2012|HA||03/27/2012
H3,A/New_York/WC-LVD-12-021/2012|A/New_York/WC-LVD-12-021/2012|HA||04/10/2012
H3,A/New_York/WC-LVD-12-019/2012|A/New_York/WC-LVD-12-019/2012|HA||01/16/2012
H3,A/New_York/WC-LVD-12-012/2012|A/New_York/WC-LVD-12-012/2012|HA||03/23/2012
H3,A/New_York/WC-LVD-12-005/2012|A/New_York/WC-LVD-12-005/2012|HA||04/08/2012
H3,A/New_York/WC-LVD-11-036/2011|A/New_York/WC-LVD-11-036/2011|HA||12/15/2011
H3,A/New_York/WC-LVD-12-009/2012|A/New_York/WC-LVD-12-009/2012|HA||03/16/2012
H3,A/North_Carolina/24usafsam/2012|A/North_Carolina/24usafsam/2012|HA||02/16/2012
H3,A/Nebraska/20/2012|A/Nebraska/20/2012|HA||02/08/2012
H3,A/Illinois/19/2012|A/Illinois/19/2012|HA||02/15/2012
H3,A/Washington/29/2012|A/Washington/29/2012|HA||02/17/2012
H3,A/San_Diego/BRD11439/2011|A/San_Diego/BRD11439/2011|HA||11/02/2011
H3,A/Boston/DOA94/2012|A/Boston/DOA94/2012|HA||04/19/2012
H3,2012704205_210702_v1_4|A/Washington/11/2012|HA||02/02/2012
H3,2012703063_210336_v1_4|A/Minnesota/02/2012|HA||01/14/2012
H3,2012703017_208375_v1_4|A/Minnesota/25/2011|HA||12/16/2011
H3,2012703001_207219_v1_4|A/Minnesota/20/2011|HA||11/02/2011
H3,2012700937_206541_v1_4|A/Minnesota/18/2011|HA||10/02/2011
H3,2012701539_208169_v1_4|A/West_Virginia/06/2011|HA||11/21/2011
H3,2012703849_211752_v1_4|A/West_Virginia/03/2012|HA||02/05/2012
H3,2012701537_207506_v1_4|A/Delaware/11/2011|HA||11/23/2011
H3,2012704536_214103_v1_4|A/Washington/21/2012|HA||03/13/2012
H3,2012702705_209916_v1_4|A/Texas/10/2012|HA||01/16/2012
H3,2012785431_215704_v1_4|A/Virginia/09/2012|HA||04/01/2012
H3,2012703428_214937_v1_4|A/Virginia/08/2012|HA||03/04/2012
H3,2012703589_210863_v1_4|A/Virginia/04/2012|HA||02/01/2012
H3,2012704521_214099_v1_4|A/California/22/2012|HA||02/20/2012
H3,2012704646_215473_v1_4|A/California/24/2012|HA||03/21/2012
H3,2012785127_216446_v1_4|A/Ohio/07/2012|HA||04/03/2012
H3,2012783989_212152_v1_4|A/Ohio/01/2012|HA||02/19/2012
